,Unnamed: 0,SGDID,Pathway,PathwayID
1000,1000,S000000972,superpathway of purine nucleotides de novo biosynthesis II,DENOVOPURINE2-PWY
1001,1001,S000001940,glutathione degradation,PWYQT-4432
1002,1002,S000001940,superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle),PWY3O-114
1003,1003,S000001060,L-arginine biosynthesis II (acetyl cycle),ARGSYNBSUB-PWY
1004,1004,S000004574,UMP biosynthesis I,PWY-5686-1
1005,1005,S000004574,de novo biosynthesis of pyrimidine ribonucleotides,PYRIMID-RNTSYN-PWY
1006,1006,S000004574,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
1007,1007,S000004574,superpathway of pyrimidine ribonucleotides de novo biosynthesis,PWY0-162
1008,1008,S000000747,UMP biosynthesis I,PWY-5686-1
1009,1009,S000000747,de novo biosynthesis of pyrimidine ribonucleotides,PYRIMID-RNTSYN-PWY
1010,1010,S000000747,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
1011,1011,S000000747,superpathway of pyrimidine ribonucleotides de novo biosynthesis,PWY0-162
1012,1012,S000002173,very long chain fatty acid biosynthesis I,PWY-5080-1
1013,1013,S000000816,heme b biosynthesis I (aerobic),HEME-BIOSYNTHESIS-II
1014,1014,S000000816,superpathway of heme and siroheme biosynthesis,PWY3O-69
1015,1015,S000003509,pantothenate and coenzyme A biosynthesis,PANTOSYN2-PWY
1016,1016,S000001407,pantothenate and coenzyme A biosynthesis,PANTOSYN2-PWY
1017,1017,S000002939,pantothenate and coenzyme A biosynthesis,PANTOSYN2-PWY
1018,1018,S000002534,chorismate biosynthesis,ARO-PWY-1
1019,1019,S000002534,superpathway of aromatic amino acid biosynthesis,COMPLETE-ARO-PWY-1
1020,1020,S000002534,superpathway of chorismate metabolism,ALL-CHORISMATE-PWY-1
1021,1021,S000002236,glyoxylate cycle,GLYOXYLATE-BYPASS
1022,1022,S000002236,superpathway of TCA cycle and glyoxylate cycle,PWY3O-94
1023,1023,S000002788,isoleucine degradation,PWY3O-4109
1024,1024,S000002788,leucine degradation,PWY3O-4112
1025,1025,S000002788,phenylalanine degradation,PWY3O-4115
1026,1026,S000002788,tryptophan degradation,PWY3O-214
1027,1027,S000000233,CDP-diacylglycerol biosynthesis,PWY3O-103
1028,1028,S000000233,superpathway of phosphatidic acid and phospholipid biosynthesis,PHOS-PWY
1029,1029,S000004775,diacylglycerol and triacylglycerol biosynthesis,TRIGLSYN-PWY
1030,1030,S000003834,phospholipid biosynthesis,PHOSLIPSYN2-PWY-1
1031,1031,S000003834,superpathway of phosphatidic acid and phospholipid biosynthesis,PHOS-PWY
1032,1032,S000003834,superpathway of phospholipid biosynthesis,PWY3O-2
1033,1033,S000003389,phospholipid biosynthesis,PHOSLIPSYN2-PWY-1
1034,1034,S000003389,superpathway of phosphatidic acid and phospholipid biosynthesis,PHOS-PWY
1035,1035,S000003389,superpathway of phospholipid biosynthesis,PWY3O-2
1036,1036,S000005269,phosphatidylinositol phosphate biosynthesis,PWY3O-242
1037,1037,S000002580,inositol phosphate biosynthesis,PWY3O-402
1038,1038,S000001264,phosphatidylinositol phosphate biosynthesis,PWY3O-242
1039,1039,S000005050,phosphatidylinositol phosphate biosynthesis,PWY3O-242
1040,1040,S000005635,phosphatidylinositol phosphate biosynthesis,PWY3O-242
1041,1041,S000005426,phosphatidylinositol phosphate biosynthesis,PWY3O-242
1042,1042,S000001695,phosphatidylinositol phosphate biosynthesis,PWY3O-242
1043,1043,S000006189,inositol phosphate biosynthesis,PWY3O-402
1044,1044,S000006189,phospholipids degradation,LIPASYN-PWY-1
1045,1045,S000001915,phosphatidylinositol phosphate biosynthesis,PWY3O-242
1046,1046,S000001739,phospholipids degradation,LIPASYN-PWY-1
1047,1047,S000002616,phosphatidylinositol phosphate biosynthesis,PWY3O-242
1048,1048,S000005113,phosphatidylethanolamine biosynthesis I,PWY-5669
1049,1049,S000005113,phospholipid biosynthesis,PHOSLIPSYN2-PWY-1
1050,1050,S000005113,superpathway of phosphatidic acid and phospholipid biosynthesis,PHOS-PWY
1051,1051,S000005113,superpathway of phospholipid biosynthesis,PWY3O-2
1052,1052,S000003402,phosphatidylethanolamine biosynthesis I,PWY-5669
1053,1053,S000003402,phospholipid biosynthesis,PHOSLIPSYN2-PWY-1
1054,1054,S000003402,superpathway of phosphatidic acid and phospholipid biosynthesis,PHOS-PWY
1055,1055,S000003402,superpathway of phospholipid biosynthesis,PWY3O-2
1056,1056,S000000784,UDP-N-acetylglucosamine biosynthesis,UDPNAGSYN-YEAST-PWY
1057,1057,S000001805,gluconeogenesis I,GLUCONEO-PWY-1
1058,1058,S000001226,pentose phosphate pathway,PENTOSE-P-PWY
1059,1059,S000001226,pentose phosphate pathway (oxidative branch) I,OXIDATIVEPENT-PWY
1060,1060,S000000400,gluconeogenesis I,GLUCONEO-PWY-1
1061,1061,S000000400,glycolysis I (from glucose 6-phosphate),GLYCOLYSIS
1062,1062,S000000400,superpathway of glucose fermentation,GLUCFERMEN-PWY
1063,1063,S000000605,gluconeogenesis I,GLUCONEO-PWY-1
1064,1064,S000000605,glycolysis I (from glucose 6-phosphate),GLYCOLYSIS
1065,1065,S000000605,superpathway of glucose fermentation,GLUCFERMEN-PWY
1066,1066,S000001635,gluconeogenesis I,GLUCONEO-PWY-1
1067,1067,S000001635,glycolysis I (from glucose 6-phosphate),GLYCOLYSIS
1068,1068,S000001635,superpathway of glucose fermentation,GLUCFERMEN-PWY
1069,1069,S000001849,dolichyl phosphate D-mannose biosynthesis,PWY3O-123
1070,1070,S000004833,mevalonate pathway,IPPSYN-PWY
1071,1071,S000004833,mevalonate pathway I,PWY-922
1072,1072,S000004833,superpathway of ergosterol biosynthesis I,ERGOSTEROL-SYN-PWY-1
1073,1073,S000001571,pantothenate and coenzyme A biosynthesis,PANTOSYN2-PWY
1074,1074,S000001345,pantothenate and coenzyme A biosynthesis,PANTOSYN2-PWY
1075,1075,S000003486,gluconeogenesis I,GLUCONEO-PWY-1
1076,1076,S000003486,glycolysis I (from glucose 6-phosphate),GLYCOLYSIS
1077,1077,S000003486,superpathway of glucose fermentation,GLUCFERMEN-PWY
1078,1078,S000001217,gluconeogenesis I,GLUCONEO-PWY-1
1079,1079,S000001217,glycolysis I (from glucose 6-phosphate),GLYCOLYSIS
1080,1080,S000001217,superpathway of glucose fermentation,GLUCFERMEN-PWY
1081,1081,S000000070,de novo biosynthesis of purine nucleotides,DENOVOPURINE3-PWY
1082,1082,S000000070,inosine-5'-phosphate biosynthesis I,PWY-6123-1
1083,1083,S000000070,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
1084,1084,S000000070,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
1085,1085,S000000070,superpathway of purine nucleotides de novo biosynthesis II,DENOVOPURINE2-PWY
1086,1086,S000001282,L-histidine biosynthesis,HISTSYN-PWY
1087,1087,S000001282,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
1088,1088,S000003293,5-aminoimidazole ribonucleotide biosynthesis II,PWY-6122-1
1089,1089,S000003293,de novo biosynthesis of purine nucleotides,DENOVOPURINE3-PWY
1090,1090,S000003293,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
1091,1091,S000003293,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
1092,1092,S000003293,superpathway of purine nucleotides de novo biosynthesis II,DENOVOPURINE2-PWY
1093,1093,S000002816,5-aminoimidazole ribonucleotide biosynthesis II,PWY-6122-1
1094,1094,S000002816,de novo biosynthesis of purine nucleotides,DENOVOPURINE3-PWY
1095,1095,S000002816,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
1096,1096,S000002816,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
1097,1097,S000002816,superpathway of purine nucleotides de novo biosynthesis II,DENOVOPURINE2-PWY
1098,1098,S000003440,L-serine biosynthesis I,SERSYN-PWY
1099,1099,S000003440,superpathway of serine and glycine biosynthesis,PWY3O-261
1100,1100,S000004622,&beta;-alanine biosynthesis IV,PWY-5760-1
1101,1101,S000004622,pantothenate and coenzyme A biosynthesis,PANTOSYN2-PWY
1102,1102,S000003008,superpathway of heme and siroheme biosynthesis,PWY3O-69
1103,1103,S000003008,tetrapyrrole biosynthesis,PWY3O-50
1104,1104,S000002604,pantothenate and coenzyme A biosynthesis,PANTOSYN2-PWY
1105,1105,S000004132,L-proline degradation,PROUT-PWY
1106,1106,S000004132,arginine degradation (aerobic),ARGDEG-YEAST-PWY
1107,1107,S000001674,diphthamide biosynthesis,PWY-6482-1
1108,1108,S000001365,diphthamide biosynthesis,PWY-6482-1
1109,1109,S000002403,thiamine biosynthesis,PWY3O-17
1110,1110,S000001004,dolichyl glucosyl phosphate biosynthesis,PWY3O-1565
1111,1111,S000001004,glycogen biosynthesis,PWY3O-4031
1112,1112,S000002849,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
1113,1113,S000006205,"TCA cycle, aerobic respiration",TCA-EUK-PWY
1114,1114,S000006205,superpathway of TCA cycle and glyoxylate cycle,PWY3O-94
1115,1115,S000004235,salvage pathways of pyrimidine deoxyribonucleotides,YEAST-SALV-PYRMID-DNTP
1116,1116,S000004235,salvage pathways of pyrimidine ribonucleotides,YEAST-RNT-SALV
1117,1117,S000002910,S-adenosyl-L-methionine biosynthesis,SAM-PWY
1118,1118,S000002910,S-adenosyl-L-methionine cycle II,PWY-5041
1119,1119,S000002910,superpathway of methionine salvage pathway,PWY3O-351
1120,1120,S000002910,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),PWY-821-1
1121,1121,S000005291,diacylglycerol and triacylglycerol biosynthesis,TRIGLSYN-PWY
1122,1122,S000001105,pantothenate and coenzyme A biosynthesis,PANTOSYN2-PWY
1123,1123,S000000863,"fatty acid biosynthesis, initial steps",PWY3O-10
1124,1124,S000000863,fatty acid elongation,FASYN-ELONG2-PWY
1125,1125,S000000863,stearate biosynthesis III (fungi),PWY3O-355
1126,1126,S000000863,"superpathway of fatty acid biosynthesis, saturated",PWY3O-6336
1127,1127,S000000863,"superpathway of fatty acid biosynthesis, saturated and unsaturated",PWY3O-5962
1128,1128,S000000764,methionine salvage pathway,PWY3O-64
1129,1129,S000000764,superpathway of methionine salvage pathway,PWY3O-351
1130,1130,S000003736,"TCA cycle, aerobic respiration",TCA-EUK-PWY
1131,1131,S000003736,glyoxylate cycle,GLYOXYLATE-BYPASS
1132,1132,S000003736,superpathway of TCA cycle and glyoxylate cycle,PWY3O-94
1133,1133,S000003173,fatty acid oxidation pathway,YEAST-FAO-PWY
1134,1134,S000003441,adenosine deoxyribonucleotides de novo biosynthesis II,PWY-7220-1
1135,1135,S000003441,assimilatory sulfate reduction I,SO4ASSIM-PWY
1136,1136,S000003441,de novo biosynthesis of purine nucleotides,DENOVOPURINE3-PWY
1137,1137,S000003441,de novo biosynthesis of pyrimidine deoxyribonucleotides,YEAST-DE-NOVO-PYRMID-DNT
1138,1138,S000003441,guanosine deoxyribonucleotides de novo biosynthesis II,PWY-7222-1
1139,1139,S000003441,sulfate assimilation pathway,PWY-781
1140,1140,S000003441,superpathway of adenosine nucleotides de novo biosynthesis II,PWY-6126-1
1141,1141,S000003441,superpathway of guanosine nucleotides de novo biosynthesis II,PWY-6125
1142,1142,S000003441,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
1143,1143,S000003441,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
1144,1144,S000003441,superpathway of purine nucleotides de novo biosynthesis II,DENOVOPURINE2-PWY
1145,1145,S000003441,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),PWY-821-1
1146,1146,S000003441,thioredoxin pathway,THIOREDOX-PWY
1147,1147,S000002642,L-lysine biosynthesis IV,LYSINE-AMINOAD-PWY-2
1148,1148,S000002289,L-lysine biosynthesis IV,LYSINE-AMINOAD-PWY-2
1149,1149,S000000080,carnitine shuttle,PWY3O-4
1150,1150,S000003203,5-aminoimidazole ribonucleotide biosynthesis II,PWY-6122-1
1151,1151,S000003203,de novo biosynthesis of purine nucleotides,DENOVOPURINE3-PWY
1152,1152,S000000755,pyridoxal 5'-phosphate salvage I,PLPSAL-PWY
1153,1153,S000004017,L-asparagine biosynthesis I,ASPARAGINE-BIOSYNTHESIS-1
1154,1154,S000004017,L-aspartate biosynthesis,ASPARTATESYN-PWY
1155,1155,S000004017,asparagine degradation,ASPARAGINE-DEG2-PWY
1156,1156,S000004017,aspartate biosynthesis,ASPBIO-PWY
1157,1157,S000004017,superpathway of L-threonine biosynthesis,THRESYN-PWY
1158,1158,S000004017,superpathway of threonine and methionine biosynthesis,P4-PWY-1
1159,1159,S000004017,superpathway of threonine biosynthesis,PWY3O-7
1160,1160,S000005689,inositol phosphate biosynthesis,PWY3O-402
1161,1161,S000000422,"TCA cycle, aerobic respiration",TCA-EUK-PWY
1162,1162,S000000422,aspartate biosynthesis,ASPBIO-PWY
1163,1163,S000000422,gluconeogenesis I,GLUCONEO-PWY-1
1164,1164,S000000422,superpathway of TCA cycle and glyoxylate cycle,PWY3O-94
1165,1165,S000000422,superpathway of threonine biosynthesis,PWY3O-7
1166,1166,S000003030,"TCA cycle, aerobic respiration",TCA-EUK-PWY
1167,1167,S000003030,aspartate biosynthesis,ASPBIO-PWY
1168,1168,S000003030,gluconeogenesis I,GLUCONEO-PWY-1
1169,1169,S000003030,superpathway of TCA cycle and glyoxylate cycle,PWY3O-94
1170,1170,S000003030,superpathway of threonine biosynthesis,PWY3O-7
1171,1171,S000004034,L-tyrosine degradation III,PWY3O-4108
1172,1172,S000004034,isoleucine degradation,PWY3O-4109
1173,1173,S000004034,phenylalanine degradation,PWY3O-4115
1174,1174,S000004034,pyruvate fermentation to acetoin III,PWY3O-440
1175,1175,S000004034,superpathway of acetoin and butanediol biosynthesis,PWY3O-981
1176,1176,S000004034,superpathway of glucose fermentation,GLUCFERMEN-PWY
1177,1177,S000004034,tryptophan degradation,PWY3O-214
1178,1178,S000004034,valine degradation,PWY3O-4105
1179,1179,S000004124,L-tyrosine degradation III,PWY3O-4108
1180,1180,S000004124,isoleucine degradation,PWY3O-4109
1181,1181,S000004124,phenylalanine degradation,PWY3O-4115
1182,1182,S000004124,pyruvate fermentation to acetoin III,PWY3O-440
1183,1183,S000004124,superpathway of acetoin and butanediol biosynthesis,PWY3O-981
1184,1184,S000004124,superpathway of glucose fermentation,GLUCFERMEN-PWY
1185,1185,S000004124,tryptophan degradation,PWY3O-214
1186,1186,S000004124,valine degradation,PWY3O-4105
1187,1187,S000000980,pyruvate decarboxylation to acetyl CoA,PYRUVDEHYD-PWY
1188,1188,S000005874,glycolysis I (from glucose 6-phosphate),GLYCOLYSIS
1189,1189,S000005874,superpathway of glucose fermentation,GLUCFERMEN-PWY
1190,1190,S000000036,glycolysis I (from glucose 6-phosphate),GLYCOLYSIS
1191,1191,S000000036,superpathway of glucose fermentation,GLUCFERMEN-PWY
1192,1192,S000001943,L-tryptophan degradation III (eukaryotic),TRYPTOPHAN-DEGRADATION-1
1193,1193,S000001943,NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde,PWY-5653
1194,1194,S000001943,NAD de novo biosynthesis II (from tryptophan),NADSYN-PWY
1195,1195,S000001943,superpathway of NAD biosynthesis,PWY3O-4158
1196,1196,S000000976,glutathione-glutaredoxin redox reactions,GLUT-REDOX2-PWY
1197,1197,S000000976,glutathione-glutaredoxin system,PWY3O-592
1198,1198,S000002505,glutathione-glutaredoxin redox reactions,GLUT-REDOX2-PWY
1199,1199,S000002505,glutathione-glutaredoxin system,PWY3O-592
1200,1200,S000000240,sphingolipid biosynthesis (yeast),SPHINGOLIPID-SYN-PWY-1
1201,1201,S000000515,L-isoleucine biosynthesis I (from threonine),ILEUSYN-PWY-1
1202,1202,S000000515,L-valine biosynthesis,VALSYN-PWY
1203,1203,S000000515,acetoin biosynthesis,PWY3O-335
1204,1204,S000000515,superpathway of acetoin and butanediol biosynthesis,PWY3O-981
1205,1205,S000000515,superpathway of branched chain amino acid biosynthesis,BRANCHED-CHAIN-AA-SYN-PWY-1
1206,1206,S000005580,pantothenate and coenzyme A biosynthesis,PANTOSYN2-PWY
1207,1207,S000002644,"riboflavin, FMN and FAD biosynthesis",YEAST-RIBOSYN-PWY
1208,1208,S000000460,"riboflavin, FMN and FAD biosynthesis",YEAST-RIBOSYN-PWY
1209,1209,S000003563,adenosine deoxyribonucleotides de novo biosynthesis II,PWY-7220-1
1210,1210,S000003563,de novo biosynthesis of purine nucleotides,DENOVOPURINE3-PWY
1211,1211,S000003563,de novo biosynthesis of pyrimidine deoxyribonucleotides,YEAST-DE-NOVO-PYRMID-DNT
1212,1212,S000003563,guanosine deoxyribonucleotides de novo biosynthesis II,PWY-7222-1
1213,1213,S000003563,superpathway of adenosine nucleotides de novo biosynthesis II,PWY-6126-1
1214,1214,S000003563,superpathway of guanosine nucleotides de novo biosynthesis II,PWY-6125
1215,1215,S000003563,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
1216,1216,S000003563,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
1217,1217,S000003563,superpathway of purine nucleotides de novo biosynthesis II,DENOVOPURINE2-PWY
1218,1218,S000005621,pentose phosphate pathway,PENTOSE-P-PWY
1219,1219,S000005621,pentose phosphate pathway (non-oxidative branch),NONOXIPENT-PWY
1220,1220,S000002808,nicotinamide riboside salvage pathway II,PWY3O-96
1221,1221,S000002808,nicotinate riboside salvage pathway II,PWY3O-236
1222,1222,S000002808,salvage pathways of pyrimidine deoxyribonucleotides,YEAST-SALV-PYRMID-DNTP
1223,1223,S000002808,salvage pathways of pyrimidine ribonucleotides,YEAST-RNT-SALV
1224,1224,S000002808,superpathway of NAD biosynthesis,PWY3O-4158
1225,1225,S000005073,NAD salvage pathway IV (from nicotinamide riboside),PWY3O-4106
1226,1226,S000005073,nicotinate riboside salvage pathway I,PWY3O-224
1227,1227,S000005073,superpathway of NAD biosynthesis,PWY3O-4158
1228,1228,S000005333,L-lysine biosynthesis IV,LYSINE-AMINOAD-PWY-2
1229,1229,S000001473,L-lysine biosynthesis IV,LYSINE-AMINOAD-PWY-2
1230,1230,S000000569,L-serine degradation,SERDEG-PWY
1231,1231,S000000569,threonine degradation,THREOCAT2-PWY
1232,1232,S000004911,sphingolipid biosynthesis (yeast),SPHINGOLIPID-SYN-PWY-1
1233,1233,S000002469,sphingolipid biosynthesis (yeast),SPHINGOLIPID-SYN-PWY-1
1234,1234,S000006273,spermidine biosynthesis I,BSUBPOLYAMSYN-PWY
1235,1235,S000006273,superpathway of methionine salvage pathway,PWY3O-351
1236,1236,S000006273,superpathway of polyamine biosynthesis,POLYAMSYN-YEAST-PWY
1237,1237,S000004136,spermine biosynthesis,ARGSPECAT-PWY
1238,1238,S000004136,superpathway of methionine salvage pathway,PWY3O-351
1239,1239,S000004136,superpathway of polyamine biosynthesis,POLYAMSYN-YEAST-PWY
1240,1240,S000002702,sphingolipid biosynthesis (yeast),SPHINGOLIPID-SYN-PWY-1
1241,1241,S000001491,sphingolipid biosynthesis (yeast),SPHINGOLIPID-SYN-PWY-1
1242,1242,S000000995,sphingolipid biosynthesis (yeast),SPHINGOLIPID-SYN-PWY-1
1243,1243,S000002705,sphingolipid biosynthesis (yeast),SPHINGOLIPID-SYN-PWY-1
1244,1244,S000004250,sphingolipid biosynthesis (yeast),SPHINGOLIPID-SYN-PWY-1
1245,1245,S000005697,sphingolipid biosynthesis (yeast),SPHINGOLIPID-SYN-PWY-1
1246,1246,S000003407,epoxysqualene biosynthesis,PWY-5670-1
1247,1247,S000003407,ergosterol biosynthesis,PWY3O-31704
1248,1248,S000003407,superpathway of ergosterol biosynthesis I,ERGOSTEROL-SYN-PWY-1
1249,1249,S000003023,oleate biosynthesis,PWY3O-5268
1250,1250,S000003023,palmitoleate biosynthesis,PWY3O-1801
1251,1251,S000003023,"superpathway of fatty acid biosynthesis, saturated and unsaturated",PWY3O-5962
1252,1252,S000004467,ergosterol biosynthesis,PWY3O-31704
1253,1253,S000004467,ergosterol biosynthesis I,PWY-6075-1
1254,1254,S000004467,superpathway of ergosterol biosynthesis I,ERGOSTEROL-SYN-PWY-1
1255,1255,S000002980,ergosterol biosynthesis,PWY3O-31704
1256,1256,S000002980,ergosterol biosynthesis I,PWY-6075-1
1257,1257,S000002980,superpathway of ergosterol biosynthesis I,ERGOSTEROL-SYN-PWY-1
1258,1258,S000003472,glycolysis I (from glucose 6-phosphate),GLYCOLYSIS
1259,1259,S000003472,superpathway of glucose fermentation,GLUCFERMEN-PWY
1260,1260,S000004818,glycolysis I (from glucose 6-phosphate),GLYCOLYSIS
1261,1261,S000004818,superpathway of glucose fermentation,GLUCFERMEN-PWY
1262,1262,S000001664,PRPP biosynthesis,PWY0-662
1263,1263,S000001664,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
1264,1264,S000005422,PRPP biosynthesis,PWY0-662
1265,1265,S000005422,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
1266,1266,S000000164,PRPP biosynthesis,PWY0-662
1267,1267,S000000164,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
1268,1268,S000000901,PRPP biosynthesis,PWY0-662
1269,1269,S000000901,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
1270,1270,S000001003,PRPP biosynthesis,PWY0-662
1271,1271,S000001003,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
1272,1272,S000003870,L-arginine biosynthesis II (acetyl cycle),ARGSYNBSUB-PWY
1273,1273,S000003870,citrulline biosynthesis,CITRUL-BIO2-PWY
1274,1274,S000003870,superpathway of pyrimidine ribonucleotides de novo biosynthesis,PWY0-162
1275,1275,S000004387,"aerobic respiration, electron transport chain",PWY3O-188
1276,1276,S000004869,"aerobic respiration, electron transport chain",PWY3O-188
1277,1277,S000002225,"aerobic respiration, electron transport chain",PWY3O-188
1278,1278,S000001665,"fatty acid biosynthesis, initial steps",PWY3O-10
1279,1279,S000001665,fatty acid elongation,FASYN-ELONG2-PWY
1280,1280,S000001665,fatty acids biosynthesis (yeast),PWY3O-31723
1281,1281,S000001665,myristate biosynthesis,PWY-5971-1
1282,1282,S000001665,palmitate biosynthesis,PWY3O-8514
1283,1283,S000001665,stearate biosynthesis III (fungi),PWY3O-355
1284,1284,S000001665,"superpathway of fatty acid biosynthesis, saturated",PWY3O-6336
1285,1285,S000001665,"superpathway of fatty acid biosynthesis, saturated and unsaturated",PWY3O-5962
1286,1286,S000006152,"fatty acid biosynthesis, initial steps",PWY3O-10
1287,1287,S000006152,fatty acid elongation,FASYN-ELONG2-PWY
1288,1288,S000006152,fatty acids biosynthesis (yeast),PWY3O-31723
1289,1289,S000006152,myristate biosynthesis,PWY-5971-1
1290,1290,S000006152,palmitate biosynthesis,PWY3O-8514
1291,1291,S000006152,stearate biosynthesis III (fungi),PWY3O-355
1292,1292,S000006152,"superpathway of fatty acid biosynthesis, saturated",PWY3O-6336
1293,1293,S000006152,"superpathway of fatty acid biosynthesis, saturated and unsaturated",PWY3O-5962
1294,1294,S000001387,2-oxoglutarate decarboxylation to succinyl-CoA,PWY-5084
1295,1295,S000001387,"TCA cycle, aerobic respiration",TCA-EUK-PWY
1296,1296,S000001387,superpathway of TCA cycle and glyoxylate cycle,PWY3O-94
1297,1297,S000000042,folate interconversions,PWY3O-697
1298,1298,S000000042,folate transformations I,PWY-2201
1299,1299,S000000042,glycine cleavage,GLYCLEAV-PWY
1300,1300,S000000042,superpathway of chorismate metabolism,ALL-CHORISMATE-PWY-1
1301,1301,S000000042,superpathway of tetrahydrofolate biosynthesis and salvage,FOLSYN-PWY-1
1302,1302,S000002937,"aerobic respiration, electron transport chain",PWY3O-188
1303,1303,S000003415,"aerobic respiration, electron transport chain",PWY3O-188
1304,1304,S000003529,"aerobic respiration, electron transport chain",PWY3O-188
1305,1305,S000007260,"aerobic respiration, electron transport chain",PWY3O-188
1306,1306,S000007283,"aerobic respiration, electron transport chain",PWY3O-188
1307,1307,S000007281,"aerobic respiration, electron transport chain",PWY3O-188
1308,1308,S000005591,"aerobic respiration, electron transport chain",PWY3O-188
